BROKERTITLE,TYPE,PRICE,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
"Brokered by REO FIRST CHOICE REALTY LLC","House for sale",749000,2,1400,"4593 Kings Hwy","Brooklyn, NY 11234","4593 Kings Hwy, Brooklyn, NY 11234","United States","New York","Kings County",Brooklyn,"Kings Highway","4593 Kings Hwy, Brooklyn, NY 11234, USA",40.6306818,-73.9325033
"Brokered by RE MAX Real Estate Professionals","Co-op for sale",398000,1,900,"1953 65th St Apt 3A","Brooklyn, NY 11204","1953 65th St Apt 3A, Brooklyn, NY 11204","New York","Kings County",Brooklyn,Mapleton,1953,"1953 65th St #3a, Brooklyn, NY 11204, USA",40.617177,-73.986447
"Brokered by COMPASS","Co-op for sale",499000,1,2182,"34-47 82nd St Unit 1","Queens, NY 11372","34-47 82nd St Unit 1, Queens, NY 11372","New York","Queens County",Queens,"Jackson Heights",3447,"3447 82nd St Apt 1, Jackson Heights, NY 11372, USA",40.7537299,-73.88503
"Brokered by Dwell Residential","Townhouse for sale",2250000,2,1360,"571 17th St","Brooklyn, NY 11218","571 17th St, Brooklyn, NY 11218","United States","New York","Kings County",Brooklyn,"17th Street","571 17th St, Brooklyn, NY 11218, USA",40.6568189,-73.9795706
"Brokered by COMPASS",Pending,550000,2,1520,"9 Zoe St","Staten Island, NY 10305","9 Zoe St, Staten Island, NY 10305","United States","New York","Richmond County","Staten Island","Zoe Street","9 Zoe St, Staten Island, NY 10305, USA",40.5878221,-74.097086
"Brokered by COMPASS","Townhouse for sale",4995000,2.5,7868,"325 E 14th St","Manhattan, NY 10003","325 E 14th St, Manhattan, NY 10003","United States","New York","New York County","New York","East 14th Street","325 E 14th St, New York, NY 10003, USA",40.7320958,-73.9837146
"Brokered by Corcoran Park Slope",Pending,2650000,2,2500,"64 E 86th St # 10BA","New York, NY 10028","64 E 86th St # 10BA, New York, NY 10028","New York","New York County","New York",Manhattan,64,"64 East 86th St #10b, New York, NY 10028, USA",40.7804508,-73.9582141
"Brokered by Corcoran SoHo","House for sale",7188000,3,4108,"60 Warren St Fl 3","New York, NY 10007","60 Warren St Fl 3, New York, NY 10007","New York","New York County","New York",Manhattan,60,"60 Warren St FL 3, New York, NY 10007, USA",40.7150155,-74.0093372
"Brokered by Avenues - Headquarters","Townhouse for sale",1500000,7,6375,"797 Fairmount Pl Unit Building","Bronx, NY 10460","797 Fairmount Pl Unit Building, Bronx, NY 10460","United States","New York","Bronx County","The Bronx","Fairmount Place","797 Fairmount Pl, Bronx, NY 10460, USA",40.8426571,-73.8884167
"Brokered by Keller Williams NYC","Co-op for sale",999000,1,2172,"40 Prospect Park W Apt 3G","Brooklyn, NY 11215","40 Prospect Park W Apt 3G, Brooklyn, NY 11215","New York","Kings County",Brooklyn,"Park Slope",40,"40 Prospect Park W #3g, Brooklyn, NY 11215, USA",40.6698886,-73.9726587
"Brokered by Chase Global Realty Corp","Condo for sale",699000,1,2183,"40-22 61st St Unit 2K","Woodside, NY 11377","40-22 61st St Unit 2K, Woodside, NY 11377","Queens County",Queens,Flushing,"61st Street","Parking lot","Parking lot, 40-22 61st St #2, Flushing, NY 11377, USA",40.7441863,-73.9037635
"Brokered by Sotheby's International Realty - Downtown Manhattan","Townhouse for sale",3460000,2,2484,"168 Plymouth St # Thc","Brooklyn, NY 11201","168 Plymouth St # Thc, Brooklyn, NY 11201","United States","New York","Kings County",Brooklyn,"Plymouth Street","168 Plymouth St, Brooklyn, NY 11201, USA",40.7037221,-73.9870968
"Brokered by Joseph Baratta & Company Realty","House for sale",629000,2,1575,"3312 Paulding Ave Unit A","Bronx, NY 10469","3312 Paulding Ave Unit A, Bronx, NY 10469","United States","New York","Bronx County","The Bronx","Paulding Avenue","3312 Paulding Ave, Bronx, NY 10469, USA",40.8734881,-73.8582333
"Brokered by Sotheby's International Realty - Downtown Manhattan","Townhouse for sale",2850000,2.5,1725,"343 Prospect Ave","Brooklyn, NY 11215","343 Prospect Ave, Brooklyn, NY 11215","United States","New York","Kings County",Brooklyn,"Prospect Avenue","343 Prospect Ave, Brooklyn, NY 11215, USA",40.6622005,-73.9869853
"Brokered by Keller Williams NYC","Co-op for sale",999000,1,2169,"40 Prospect Park W Apt 3G","Brooklyn, NY 11215","40 Prospect Park W Apt 3G, Brooklyn, NY 11215","New York","Kings County",Brooklyn,"Park Slope",40,"40 Prospect Park W #3g, Brooklyn, NY 11215, USA",40.6698886,-73.9726587
"Brokered by Avenues - Headquarters","Townhouse for sale",1500000,7,6375,"797 Fairmount Pl Unit Building","Bronx, NY 10460","797 Fairmount Pl Unit Building, Bronx, NY 10460","United States","New York","Bronx County","The Bronx","Fairmount Place","797 Fairmount Pl, Bronx, NY 10460, USA",40.8426571,-73.8884167
"Brokered by COMPASS","Co-op for sale",940000,1,2201,"401 E 74th St Apt 14A","Manhattan, NY 10021","401 E 74th St Apt 14A, Manhattan, NY 10021","New York","New York County","New York",Manhattan,401,"401 E 74th St #14a, New York, NY 10021, USA",40.7689684,-73.9543121
"Brokered by Douglas Elliman - 575 Madison Ave","Co-op for sale",2750000,2,2188,"1 E 66th St Unit 2A","New York, NY 10065","1 E 66th St Unit 2A, New York, NY 10065","New York","New York County","New York",Manhattan,1,"1 E 66th St #2a, New York, NY 10065, USA",40.7687082,-73.9694439
"Brokered by COMPASS","Townhouse for sale",1100000,3,3944,"1829 Topping Ave","Bronx, NY 10457","1829 Topping Ave, Bronx, NY 10457","United States","New York","Bronx County","The Bronx","Topping Avenue","1829 Topping Ave, Bronx, NY 10457, USA",40.8473585,-73.9057344
"Brokered by BEN BAY REALTY, CO.",Pending,599000,3,1392,"245 Doane Ave","Staten Island, NY 10308","245 Doane Ave, Staten Island, NY 10308","United States","New York","Richmond County","Staten Island","Doane Avenue","245 Doane Ave, Staten Island, NY 10308, USA",40.5556599,-74.1550879
"Brokered by Corcoran Chelsea/Flatiron","Co-op for sale",925000,2,1700,"205 E 63rd St Apt 6B","New York, NY 10065","205 E 63rd St Apt 6B, New York, NY 10065","New York","New York County","New York",Manhattan,205,"205 E 63rd St #6b, New York, NY 10065, USA",40.7640501,-73.964336
"Brokered by MNS","Condo for sale",1695000,2,1035,"526 Union Ave Ph 1","Brooklyn, NY 11211","526 Union Ave Ph 1, Brooklyn, NY 11211","New York","Kings County",Brooklyn,Williamsburg,526,"526 Union Ave Ph 1, Brooklyn, NY 11211, USA",40.7163702,-73.9515728
"Brokered by B Square Realty","Condo for sale",599000,1,958,"37-32 89th St Unit 1A","Jackson Heights, NY 11372","37-32 89th St Unit 1A, Jackson Heights, NY 11372","New York","Queens County",Queens,Flushing,37-32,"37-32 89th St #1a, Queens, NY 11372, USA",40.7494499,-73.8778676
"Brokered by Excellent Realty Llc","Multi-family home for sale",2299000,5,2700,"204-20 46 Ave","Bayside, NY 11361","204-20 46 Ave, Bayside, NY 11361","United States","New York","Queens County",Queens,"46th Avenue","204-20 46th Ave, Queens, NY 11361, USA",40.7556144,-73.777277
"Brokered by Carina Realty Inc","House for sale",1350000,2.5,2173,"219 E 115th St","Nyc, NY 10029","219 E 115th St, Nyc, NY 10029","United States","New York","New York County","New York","East 115th Street","219 E 115th St, New York, NY 10029, USA",40.7970316,-73.9395297
"Brokered by MQ Realty - M Q Realty","House for sale",3750000,8,2193,"37-02 31st Ave Unit Building","Astoria, NY 11103","37-02 31st Ave Unit Building, Astoria, NY 11103","United States","New York","Queens County",Queens,"31st Avenue","37-02 31st Ave, Long Island City, NY 11103, USA",40.7618536,-73.9187072
"Brokered by Chase Global Realty Corp","Condo for sale",1080000,2,1545,"14-50 110th St Unit E301","College Point, NY 11356","14-50 110th St Unit E301, College Point, NY 11356","New York","Queens County",Queens,"College Point","14- 50","14- 50 110th St #301, College Point, NY 11356, USA",40.7841243,-73.8569018
"Brokered by TDMT - The Development Marketing Team",Pending,450000,1,2190,"256 S 4th St Apt 6","Brooklyn, NY 11211","256 S 4th St Apt 6, Brooklyn, NY 11211","New York","Kings County",Brooklyn,Southside,256,"256 S 4th St Apartment 6, Brooklyn, NY 11211, USA",40.709819,-73.957902
"Brokered by Marlin Realty, Inc.","Multi-family home for sale",2250000,2.5,5200,"1102 Ovington Ave","Brooklyn, NY 11219","1102 Ovington Ave, Brooklyn, NY 11219","United States","New York","Kings County",Brooklyn,"Ovington Avenue","1102 Ovington Ave, Brooklyn, NY 11219, USA",40.6266296,-74.0077129
"Brokered by Affordable Realty Corp","Co-op for sale",279000,1,2170,"160-10 89th Ave Unit 15L","Jamaica, NY 11432","160-10 89th Ave Unit 15L, Jamaica, NY 11432","New York","Queens County",Queens,Jamaica,16010,"16010 89th Ave Apt 15l, Jamaica, NY 11432, USA",40.7063799,-73.79996
"Brokered by Corcoran Park Avenue South","Condo for sale",1199000,1,1080,"9511 Shore Rd Apt 602","Brooklyn, NY 11209","9511 Shore Rd Apt 602, Brooklyn, NY 11209","New York","Kings County",Brooklyn,"Fort Hamilton",9511,"9511 Shore Rd APT 602, Brooklyn, NY 11209, USA",40.6163434,-74.0377889
"Brokered by Charmed Realty","House for sale",1390000,2,1276,"3401 Fort Independence St","Bronx, NY 10463","3401 Fort Independence St, Bronx, NY 10463","United States","New York","Bronx County","The Bronx","Fort Independence Street","3401 Fort Independence St, Bronx, NY 10463, USA",40.8807227,-73.8993457
"Brokered by Corcoran West Side","Co-op for sale",6350000,4,2182,"230 Central Park W Apt 3A","New York, NY 10024","230 Central Park W Apt 3A, New York, NY 10024","New York","New York County","New York",Manhattan,230,"230 Central Park W #3a, New York, NY 10024, USA",40.7836703,-73.9709274
"Brokered by Andrew Lichtenstein Inc","Condo for sale",650000,2,1013,"3625 Oxford Ave Apt 6B","Bronx, NY 10463","3625 Oxford Ave Apt 6B, Bronx, NY 10463","New York","Bronx County","The Bronx",Riverdale,3625,"3625 Oxford Ave #6b, Bronx, NY 10463, USA",40.8870567,-73.908722
"Brokered by Coldwell Banker Labarca","House for sale",599999,2,1340,"524 Thomas S Boyland St","Brooklyn, NY 11212","524 Thomas S Boyland St, Brooklyn, NY 11212","United States","New York","Kings County",Brooklyn,"Thomas S Boyland Street","524 Thomas S Boyland St, Brooklyn, NY 11212, USA",40.6677486,-73.9134481
"Brokered by Douglas Elliman - 575 Madison Ave","Condo for sale",1350000,2,1066,"460 Manhattan Ave Apt 2B","Brooklyn, NY 11222","460 Manhattan Ave Apt 2B, Brooklyn, NY 11222","New York","Kings County",Brooklyn,Greenpoint,460,"460 Manhattan Ave #2b, Brooklyn, NY 11222, USA",40.7200818,-73.9473654
"Brokered by Winzone Realty Inc","Condo for sale",499000,1,571,"52-16 Roosevelt Ave Unit 3A","Woodside, NY 11377","52-16 Roosevelt Ave Unit 3A, Woodside, NY 11377","New York","Queens County",Queens,Flushing,52-16,"52-16 Roosevelt Ave #3a, Flushing, NY 11377, USA",40.7440779,-73.9118986
"Brokered by Nest Seekers International, Midtown","Condo for sale",1351242,2,1026,"3 Court Sq W Unit 403","Queens, NY 11101","3 Court Sq W Unit 403, Queens, NY 11101","New York","Queens County",Queens,"Long Island City",3,"3 Ct Square W Ph 403, Long Island City, NY 11101, USA",40.747963,-73.944456
"Brokered by Corcoran Park Slope","Co-op for sale",249000,1,830,"2547 W 2nd St Apt 2J","Brooklyn, NY 11223","2547 W 2nd St Apt 2J, Brooklyn, NY 11223","New York","Kings County",Brooklyn,Gravesend,2547,"2547 W 2nd St #2j, Brooklyn, NY 11223, USA",40.5871568,-73.9709274
"Brokered by COMPASS","Condo for sale",479000,2,1096,"44 Euclid Ave Apt 1A","Brooklyn, NY 11208","44 Euclid Ave Apt 1A, Brooklyn, NY 11208","New York","Kings County",Brooklyn,"Cypress Hills",44,"44 Euclid Ave #1a, Brooklyn, NY 11208, USA",40.6874842,-73.8754674
"Brokered by J. Sikar Realty","Condo for sale",1899000,2,1757,"65 Oceana Dr E Apt 8D","Brooklyn, NY 11235","65 Oceana Dr E Apt 8D, Brooklyn, NY 11235","New York","Kings County",Brooklyn,"Brighton Beach",65,"65 Oceana Dr E #8d, Brooklyn, NY 11235, USA",40.5769367,-73.9570143
"Brokered by Corcoran East Side","Co-op for sale",1999000,3,1950,"1192 Park Ave # 5D","New York, NY 10128","1192 Park Ave # 5D, New York, NY 10128","New York","New York County","New York",Manhattan,1192,"1192 Park Ave #5d, New York, NY 10128, USA",40.7851745,-73.9538945
"Brokered by Connie Profaci Realty","House for sale",1588000,2.5,2580,"8407 15th Ave","Brooklyn, NY 11228","8407 15th Ave, Brooklyn, NY 11228","United States","New York","Kings County",Brooklyn,"15th Avenue","8407 15th Ave, Brooklyn, NY 11228, USA",40.6122575,-74.0082788
"Brokered by Sotheby's International Realty - East Side Manhattan Brokerage","Co-op for sale",1999000,2,2184,"969 Park Ave # 12F","New York, NY 10028","969 Park Ave # 12F, New York, NY 10028","New York","New York County","New York",Manhattan,969,"969 Park Ave #12b, New York, NY 10028, USA",40.7776874,-73.9585526
"Brokered by Nest Seekers International, Long Island","Condo for sale",1745000,2,1574,"27-28 Thomson Ave Unit 422","Queens, NY 11101","27-28 Thomson Ave Unit 422, Queens, NY 11101","New York","Queens County",Queens,"Long Island City",2728,"2728 Thomson Ave UNIT 422, Long Island City, NY 11101, USA",40.7457551,-73.9417456
"Brokered by Ashford Homes","House for sale",1488000,2,2886,"141 Beacon Ave","Staten Island, NY 10306","141 Beacon Ave, Staten Island, NY 10306","United States","New York","Richmond County","Staten Island","Beacon Avenue","141 Beacon Ave, Staten Island, NY 10306, USA",40.5792773,-74.1211285
"Brokered by BHHS New York Properties","Condo for sale",1494000,2,1444,"507 E 80th St Apt 1R","New York, NY 10075","507 E 80th St Apt 1R, New York, NY 10075","New York","New York County","New York",Manhattan,507,"507 E 80th St #1r, New York, NY 10075, USA",40.7719269,-73.949189
"Brokered by REALHome Services & Solutions","Multi-family home for sale",1108900,2,2664,"626 Ovington Ave","Brooklyn, NY 11209","626 Ovington Ave, Brooklyn, NY 11209","United States","New York","Kings County",Brooklyn,"Ovington Avenue","626 Ovington Ave, Brooklyn, NY 11209, USA",40.63089,-74.018305
"Brokered by JABOUR REALTY COMPANY","Multi-family home for sale",3200000,4,3040,"405 Sackett St","Brooklyn, NY 11231","405 Sackett St, Brooklyn, NY 11231","United States","New York","Kings County",Brooklyn,"Sackett Street","405 Sackett St, Brooklyn, NY 11231, USA",40.6817403,-73.9916448
"Brokered by COMPASS","Townhouse for sale",2050000,8,8049,"732 Prospect Pl","Brooklyn, NY 11216","732 Prospect Pl, Brooklyn, NY 11216","United States","New York","Kings County",Brooklyn,"Prospect Place","732 Prospect Pl, Brooklyn, NY 11216, USA",40.6743116,-73.9522812
"Brokered by BEN BAY REALTY, CO.","Multi-family home for sale",1998000,8,5890,"1902 8th Ave","Brooklyn, NY 11215","1902 8th Ave, Brooklyn, NY 11215","United States","New York","Kings County",Brooklyn,"8th Avenue","1902 8th Ave, Brooklyn, NY 11215, USA",40.6585481,-73.9859643
"Brokered by Coldwell Banker Advantage","House for sale",1250000,4,2755,"17 Lansing St","Staten Island, NY 10305","17 Lansing St, Staten Island, NY 10305","United States","New York","Richmond County","Staten Island","Lansing Street","17 Lansing St, Staten Island, NY 10305, USA",40.5923372,-74.0687941
"Brokered by COMPASS","Co-op for sale",749000,1,1000,"402 E 74th St Apt 4B","Manhattan, NY 10021","402 E 74th St Apt 4B, Manhattan, NY 10021","New York","New York County","New York",Manhattan,402,"402 E 74th St #4b, New York, NY 10021, USA",40.7686208,-73.9544906
"Brokered by Lions Guard Brokerage LLC","Co-op for sale",399000,1,2183,"110-50 71 Rd Unit 3L","Forest Hills, NY 11375","110-50 71 Rd Unit 3L, Forest Hills, NY 11375","New York","Queens County",Queens,Flushing,110-50,"110-50 71st Rd #3a, Flushing, NY 11375, USA",40.721991,-73.8393784
"Brokered by Hauseit LLC - Hauseit LLC","Co-op for sale",2465000,2,1400,"311 W 83rd St Apt 5A","New York, NY 10024","311 W 83rd St Apt 5A, New York, NY 10024","New York","New York County","New York",Manhattan,311,"311 W 83rd St #5a, New York, NY 10024, USA",40.7873301,-73.9797201
"Brokered by Real Street Inc.","Townhouse for sale",1499000,4,2174,"114 Patchen Ave","Brooklyn, NY 11221","114 Patchen Ave, Brooklyn, NY 11221","United States","New York","Kings County",Brooklyn,"Patchen Avenue","114 Patchen Ave, Brooklyn, NY 11221, USA",40.6878701,-73.9272448
"Brokered by Habitat Realty Of New York Inc","Condo for sale",650000,1,1050,"2501 Snyder Ave Unit 3E","Prospect Lefferts Gardens, NY 11225","2501 Snyder Ave Unit 3E, Prospect Lefferts Gardens, NY 11225",Brooklyn,Flatbush,"Snyder Avenue",2501,Parking,"Parking, Parking lot, 2501 Snyder Ave APT 3F, Brooklyn, NY 11226, USA",40.6492401,-73.9534818
"Brokered by Halstead Property - 160 7th Avenue","Townhouse for sale",2550000,4,3900,"489 7th Ave Unit Townhouse","Brooklyn, NY 11215","489 7th Ave Unit Townhouse, Brooklyn, NY 11215","United States","New York","Kings County",Brooklyn,"7th Avenue","489 7th Ave, Brooklyn, NY 11215, USA",40.6616741,-73.985673
"Brokered by COMPASS","Condo for sale",1999999,4,2743,"269 W 87th St Apt 8A","Manhattan, NY 10024","269 W 87th St Apt 8A, Manhattan, NY 10024","New York","New York County","New York",Manhattan,269,"269 W 87th St #8a, New York, NY 10024, USA",40.7895034,-73.9769713
"Brokered by COMPASS","Condo for sale",460000,1,518,"2654 E 18th St Unit 2D","Brooklyn, NY 11235","2654 E 18th St Unit 2D, Brooklyn, NY 11235","New York","Kings County",Brooklyn,"Sheepshead Bay",2654,"2654 E 18th St #2d, Brooklyn, NY 11235, USA",40.5869759,-73.9514442
"Brokered by Corcoran Williamsburg Bedford","Condo for sale",1395000,2,1003,"218 Classon Ave","Brooklyn, NY 11205","218 Classon Ave, Brooklyn, NY 11205","United States","New York","Kings County",Brooklyn,"Classon Avenue","218 Classon Ave, Brooklyn, NY 11205, USA",40.6930476,-73.9611241
"Brokered by Excellent Realty Llc","Multi-family home for sale",1990000,5,2100,"204-16 46 Ave","Bayside, NY 11361","204-16 46 Ave, Bayside, NY 11361","United States","New York","Queens County",Queens,"46th Avenue","204-16 46th Ave, Bayside, NY 11361, USA",40.7556078,-73.7775019
"Brokered by Anne Lopa Real Estate","House for sale",2595000,6,4950,"6659-6675 Amboy Rd","Staten Island, NY 10309","6659-6675 Amboy Rd, Staten Island, NY 10309","United States","New York","Richmond County","Staten Island","Amboy Road","6659 Amboy Rd, Staten Island, NY 10309, USA",40.5184841,-74.2244185
